,Tipo,Propiedad,Acción,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Estado,Piso N°,Antigüedad,Administración,Precio m²,Dirección,Barrio,Ciudad,Departamento,Características,Precio (COP),Descripción general,No. Fotos,Fecha Sacada,Enlace,Acceso Pavimentado,Anuncio publicado por:,Ascensor,Balcón,Baño Auxiliar,Baño Independiente,Calentador,Citófono,Closet,Cocina Integral,En conjunto cerrado,Garaje / Parqueadero(s),Garaje(s),Instalación de gas,Parqueadero Visitantes,[,],Acceso Pavimentado,Ascensor,Balcón,Baño Auxiliar,Baño Independiente,Calentador,Citófono,Closet,Cocina Integral,En conjunto cerrado,Garaje / Parqueadero(s),Garaje(s),Instalación de gas
205,Inmobiliaria,Casa,venta,,,,127.0,0.0,4,Bueno,,16 a 30 años,0.0,2125984.25,Preguntar al anunciante,Santa Catalina,Santa Marta,Magdalena,"['Parqueadero interno', 'Anuncio publicado por:', 'Araujo y Segovia', 'hace 2 meses']",270000000,"Casa de dos niveles,  ubicada en sector privilegiado,  perfil residencial y familiar,  la habitación principal cuenta con vestier,  excelente iluminación y dos balcones.  C-53691.",19,2023-04-23 19:21:55.795587,https://www.fincaraiz.com.co/inmueble/casa-en-venta/santa-catalina/santa-marta/7128154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Inmobiliaria,Apartamento,venta,3,4.0,1.0,126.0,130.0,4,,8.0,1 a 8 años,430000.0,3412698.41,Preguntar al anunciante,Santa Catalina,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Ascensor', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Balcón', 'Baño Independiente', 'Cocina Integral', 'Depósito / Bodega', 'Zona de lavandería', 'Sobre vía principal', 'Anuncio publicado por:', 'Santa Marta Inmobiliaria', 'hace 2 meses']",430000000,"Edificio con excelente ubicación,  cerca a avenidas importantes de la ciudad como la avenida Santa Rita o calle 22 y Av. del Rio. Se ubica a dos cuadras el Polideportivo que esta remodelado con la diversidad de canchas para la practica de varios deportes patinaje,  tenis,  bicicros,  futbol,  basket,  voleibol,  beisbol,  etc. Facilidad de transporte publico. A 5 minutos del centro comercial Ocean Mall,  cerca a supermercados,  zona bancaria,  droguerías,  etc. 1502556 .",30,2023-04-23 19:21:57.347701,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-catalina/santa-marta/4908467,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
207,Inmobiliaria,Apartamento,venta,3,2.0,1.0,62.0,0.0,3,,1.0,1 a 8 años,165000.0,3387096.77,Preguntar al anunciante,altos de santa Cruz,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Ascensor', 'Cancha de Baloncesto', 'Cancha de Futbol', 'Canchas Deportivas', 'Circuito cerrado de TV', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Citófono', 'Closet', 'Cocina Equipada', 'Anuncio publicado por:', 'INMOBILIARIA MUNDIAL & NEGOCIOS SAS', 'hace 20 días']",210000000,"Apartamento ubicado en un sector de crecimiento en la ciudad,  ubicado a tan solo 5 minutos del centro comercial buenavista y de la Quinta de San Pedro Alejandrino,  además está cerca de colegios y de las mejores universidades de la ciudad,  con parque a sus alrededores,  farmacias,  supermercados y todo lo que necesite para que habite en el. Conjunto cerrado que cuenta con vigilancia las 24 horas,  y el sector en general seguro,  asimismo cuenta con su propio pozo de agua,  por lo tanto no tendrás problemas para abastecerse de ella,  este conjunto cuenta con diferentes amenidades que podrás disfrutar en familia como Piscina,  salon social,  cancha de fútbol y basquet,  parque infantil,  parque biosaludable y gimnasio. Este lindo apartamento esta equipado por   -3 habitaciones  -2 baños  -Sala -Comedor -Cocina -Parqueadero privado  Contactanos para tener el gusto de atenderte.",22,2023-04-23 19:21:58.907673,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/altos-de-santa-cruz/santa-marta/8002995,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0
208,Inmobiliaria,Apartamento,venta,3,4.0,1.0,130.0,0.0,,,8.0,1 a 8 años,445000.0,3292307.69,Preguntar al anunciante,Santa Catalina,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Asador', 'Ascensor', 'Cancha de Baloncesto', 'Cancha de Futbol', 'Cancha de Tennis', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Citófono', 'Closet', 'Cocina Integral', 'Anuncio publicado por:', 'INMOBILIARIA MUNDIAL & NEGOCIOS SAS', 'hace 2 años']",428000000,"APTO EN EXCLUSIVO EDIFICIO   Es un hermoso apartamento ubicado en una zona central de la ciudad Con vigilancia privada 24 horas Tiene 130.4 mts2 distribuidos en3 habitaciones 4 baños SalaComedor,  Cocina Integral Zona de Labores Balcon en L con vista a la calle y carrera Panoramica hacia el Morro del Santa Marta  El edificio cuenta con 3 ascensores,  una planta propia de suplencia total. Ademas Parqueadero privado y un deposito en el mismo parqueadero En sus zonas comunes cuenta con un Salon Social grande Gimnasio Piscina Parque InfantilTerraza social y Planta de tratamiento de agua potable.  Cercano a nuevos escenarios deportivos de la ciudad.  Precio Negociable  Estrato 4 .",27,2023-04-23 19:22:00.479197,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-catalina/santa-marta/5965506,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0
209,Inmobiliaria,Casa,venta,7,7.0,1.0,284.0,284.0,4,,,16 a 30 años,0.0,2112676.06,Preguntar al anunciante,Santa Catalina,Santa Marta,Magdalena,"['Código Fincaraíz: 6589060', 'Leer más', 'Habitaciones', '7', 'Baños', '7', 'Parqueaderos', '1', 'Área construída', '284 m²', 'Área privada', '284 m²', 'Estrato', '4', 'Antigüedad', '16 a 30 años', 'Administración', 'No definida', 'Precio m²', '$\xa02.112.676,06*m²', 'La clasificación del estrato es potestativo del municipio, el anunciante no puede comprometerse con una clasificación determinada del estrato el cual queda definido en el momento de recibo de la obra.', 'Ubicación', 'Dirección', 'Preguntar al anunciante', 'Barrio', 'Santa Catalina - Santa Marta', 'Características', 'Acceso Pavimentado', 'Canchas Deportivas', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Jardín', 'Terraza', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Closet', 'Cocina Integral', 'Instalación de gas', 'Anuncio publicado por:', 'INMOBILIARIA NEGRETTE & ANDRADE S.A.S', 'hace 2 meses']",600000000,"Se vende en Santa Marta amplia casa con dos apartamentos ideal para vivir y obtener rentabilidad con el alquiler de los apartamentos,  ubicación privilegiada,  cerca de clínicas,  IPS,  súper mercados,  espacios de recreación y esparcimiento,  restaurantes,  panaderías,  ambiente agradable para toda la familia.  Características:  Garaje,  terraza,  sala-comedor,  sala auxiliar,  patio,  4 alcobas,  4 baños.  Apartamento 1: Una alcoba,  cocina,  patio de labores.  Apartamento 2: Dos alcobas,  dos baños,  cocina y patio.  Área: 284.8 m2 aproximadamente  Precio: 600 millones de pesos. .",22,2023-04-23 19:22:02.023068,https://www.fincaraiz.com.co/inmueble/casa-en-venta/santa-catalina/santa-marta/6589060,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1
210,Inmobiliaria,Apartamento,venta,3,2.0,1.0,67.0,0.0,3,,3.0,1 a 8 años,204000.0,2835820.9,Preguntar al anunciante,Altos de Santa Cruz,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Ascensor', 'Cancha de Baloncesto', 'Cancha de Futbol', 'Canchas Deportivas', 'Cochera', 'Baño Auxiliar', 'Baño Independiente', 'Citófono', 'Closet', 'Cocina Equipada', 'Piso en Baldosa /  Mármol', 'Anuncio publicado por:', 'INMOBILIARIA MUNDIAL & NEGOCIOS SAS', 'hace 20 días']",190000000,"Apartamento ubicado en un sector de crecimiento en la ciudad,  ubicado a tan solo 5 minutos del centro comercial buenavista y de la  Quinta de San Pedro Alejandrino,  además está cerca de colegios y de las mejores universidades de la ciudad,  con parque a sus alrededores,  farmacias,  supermercados y todo lo que necesite para que habite en el. Conjunto cerrado que cuenta con vigilancia las 24 horas,  y el sector en general seguro,  asimismo cuenta con su propio pozo de agua,  por lo tanto no tendrás problemas para abastecerse de ella,  este conjunto cuenta con diferentes amenidades que podrás disfrutar en familia como Piscina,  salon social,  cancha de fútbol y basquet,  parque infantil,  parque biosaludable y gimnasio. Este hermoso apartamento esta equipado por   -3 habitaciones  -2 baños  -Sala -Comedor -Cocina -Parqueadero privado  Contactanos pata tener el gusto de atenderte.",17,2023-04-23 19:22:03.542888,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/altos-de-santa-cruz/santa-marta/8003066,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
211,Inmobiliaria,Casa,venta,4,3.0,2.0,215.0,384.0,4,,1.0,ás de 30 años,0.0,3813953.49,Preguntar al anunciante,Santa Catalina,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Árboles frutales', 'Canchas Deportivas', 'Cochera', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Aire Acondicionado', 'Baño Auxiliar', 'Closet', 'Estudio', 'Patio', 'Zona de lavandería', 'Anuncio publicado por:', 'INMOBILIARIA MUNDIAL & NEGOCIOS SAS', 'hace 2 meses']",820000000,"Amplia casa con gran potencial comercial ubicada en esquina sobre una de las avenidas principales con clinicas,  restaurantes tiendas y mucho mas.  Cuenta con un parqueadero cubierto y uno descubierto,  sala de recepción,  cuatro salas amplias o habitaciones,  un amplio patio y amplia terraza (capacidad de remodelación para diseño y reorganización total).  AGENDA YA    .",15,2023-04-23 19:22:05.089393,https://www.fincaraiz.com.co/inmueble/casa-en-venta/santa-catalina/santa-marta/7254893,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
212,Inmobiliaria,Casa,venta,3,3.0,1.0,94.0,0.0,4,,1.0,,0.0,3191489.36,Preguntar al anunciante,Santa Catalina,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Canchas Deportivas', 'Cochera', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Gimnasio', 'Terraza', 'Vivienda Multifamiliar', 'Zonas Verdes', 'Baño Auxiliar', 'Baño Independiente', 'Closet', 'Anuncio publicado por:', 'L&L SOLUCIONES INMOBILIARIAS', 'hace 4 horas']",300000000,"Se trata de un inmueble de 2 pisos de altura,  con posición esquinera,  localizada cerca a ocean mall y a la clínica Bahía conformado por  1er piso: Garaje,  Sala-comedor,  cocina integral,  un baño social,  zona de labores,  patio y escalera  2do piso: Hall de reparto,  3 alcobas y 2 baños .",14,2023-04-23 19:22:06.675402,https://www.fincaraiz.com.co/inmueble/casa-en-venta/santa-catalina/santa-marta/8031252,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0
213,Inmobiliaria,Casa,venta,4,3.0,1.0,273.0,166.0,2,,2.0,9 a 15 años,0.0,1853479.85,Preguntar al anunciante,Av Rio,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Árboles frutales', 'Vista panorámica', 'Balcón', 'Baño Auxiliar', 'Cocina Equipada', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Cerca de Zona Urbana', 'Colegios / Universidades', 'Anuncio publicado por:', 'L&L SOLUCIONES INMOBILIARIAS', 'hace 6 meses']",506000000,"Casa con local comercial (Tienda) con excelente ubicación.  PISO 1: Local comercial con dos pequeños baños (Hombre-Mujeres), terraza,  Garaje cubierto,  a un costado de la vivienda,  Retiro lateral en uno de los costados,  al ingresar: Sala-comedor cocina,  dos alcobas un baño completo,  Patio con zona de labores. ESCALERAS PISO 2: Sala  comedor,  cocina en proyección,  balcón,  alcoba principal con closet,  baño privado y balcón que comparte con la alcoba dos la cual tiene closet,  alcoba tres con closet y baño privado,  un patio cubierto donde se ubica el área de labores,  existe una placa en concreto que sirve de cubierta a piso dos y que esta proyectada la construcción de tercer piso.     Esta casa s eencuentra en una excelente ubicación,  Bavaria             .",29,2023-04-23 19:22:08.198089,https://www.fincaraiz.com.co/inmueble/casa-en-venta/av-rio/santa-marta/6673603,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
214,Inmobiliaria,Casa,venta,4,,,200.0,0.0,3,Bueno,,1 a 8 años,0.0,2000000.0,Preguntar al anunciante,La paz,Santa Marta,Magdalena,"['Parqueadero interno', 'Anuncio publicado por:', 'Araujo y Segovia', 'hace 23 días']",400000000,"INMUEBLE COSTA DE ESTAR,  PISOS EN PORCELANATO,  PAREDES ESTUCADAS Y PINTADAS,  CIELO RAZO EN DRYWALL,  COCINA INTEGRAL,  PUERTAS EN MADERA,  VENTANAS EN ALUMINIO Y VIDRIO,  BAÑOS ENCHAPADOS Y CON DIVISIONES DE BAÑO,  BUENA VENTILACION E ILUNINACION. C-34457.",7,2023-04-23 19:22:09.699244,https://www.fincaraiz.com.co/inmueble/casa-en-venta/la-paz/santa-marta/5063105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Inmobiliaria,Casa,venta,3,4.0,1.0,390.0,390.0,2,,,1 a 8 años,0.0,1923076.92,Preguntar al anunciante,La Paz,Santa Marta,Magdalena,"['Árboles frutales', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Jardín', 'Aire Acondicionado', 'Amoblado', 'Balcón', 'Baño Independiente', 'Barra estilo americano', 'Closet', 'Anuncio publicado por:', 'Santa Marta Inmobiliaria', 'hace 2 meses']",750000000,"Excelente oportunidad de inversión,  se vende casa totalmente amoblada,  ubicada en conjunto cerrado,  amplia,  ventilada. ubicada cerca a la troncal ,  de fácil acceso vehicular,  cerca al centro comercial zazue. .",18,2023-04-23 19:22:11.203785,https://www.fincaraiz.com.co/inmueble/casa-en-venta/la-paz/santa-marta/4866672,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
216,Inmobiliaria,Apartamento,venta,Código Fincaraíz: 7941012,,,61.0,61.0,2,,2.0,1 a 8 años,112000.0,3032786.89,Preguntar al anunciante,LA PAZ,Santa Marta,Magdalena,"['Árboles frutales', 'En conjunto cerrado', 'Jardín', 'Parqueadero Visitantes', 'Piscina', 'Planta Eléctrica', 'Balcón', 'Baño Independiente', 'Closet', 'Cocina Equipada', 'Comedor auxiliar', 'Instalación de gas', 'Anuncio publicado por:', 'L&L SOLUCIONES INMOBILIARIAS', 'hace 2 meses']",185000000,"Hermoso apartamento en el sector del la Paz 2 habitaciones y 2 baños,  parqueadero comunal,  estrato 2,  vigilancia  privada,  piscina,  cancha de fútbol  a 5 minutos de las bellas playas de Bello Horizonte,  tiene cerca supermercados  y colegios cercanos,  El apartamento está en obra blanca,  está pendiente el piso,  y un segundo retoque de la pintura de la pared.    Piso: 2 sin ascensor  Torre: 2  Piscina en el conjunto: si  Área: 61, 4 metros cuadrados  Habitaciones: 2  Baños: 2,  los baños poseen división en vidrio,  espejos y todos los utensilios necesarios  Ventiladores: 4  Aire acondicionado:1    El apartamento tiene completo su enchape de piso,  y algunas paredes de la cocina,  además de los respectivos muebles de mad.",15,2023-04-23 19:22:12.716022,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-paz/santa-marta/7941012,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
217,Inmobiliaria,Casa,venta,8,4.0,1.0,200.0,200.0,2,,2.0,9 a 15 años,0.0,5500000.0,Preguntar al anunciante,La paz,Santa Marta,Magdalena,"['Árboles frutales', 'Vista panorámica', 'Zonas Verdes', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Closet', 'Cocina Integral', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Anuncio publicado por:', 'Santa Marta Inmobiliaria', 'hace 1 mes']",1100000000,"En venta espectacular propiedad campestre ubicada en zona de Vista hermosa,  ideal para inversión,  pues,  cuenta con cámara de comercio para uso de alojamiento turístico,  con generosos espacios. Con un área total del terreno de 425.25 M2. Vista panorámica hacia el sector de bello horizonte,  a pocos metros de las playas de bello horizonte,  a 10 minutos al Aeropuerto internacional Simón Bolívar,  5 minutos de la reserva mamancana y pocos metros del centro comercial Zazue. Entre otros sitios de interés.     La casa está dividida en 3 espacios independientes distribuido de la siguiente manera. 1er Piso: Sala comedor,  cuarto de laundry,  cuarto de baño,  cocina,  cuarto de depósito,  patio de ropas,  garaje abierto y espacio de terraza alrededor de la casa.  2do piso, 4 habitaciones con sus baños,  Aires acondicionados en cada habitación,  Sala-comedor y 3 balcones. Adicional cuenta con dos apartamentos distribuido así:   1er piso 3 habitaciones,  un baño completo con entrada privada.  2do piso: Una habita",25,2023-04-23 19:22:14.228088,https://www.fincaraiz.com.co/inmueble/casa-en-venta/la-paz/santa-marta/7983876,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
218,Inmobiliaria,Apartamento,venta,3,2.0,,61.0,61.0,2,,2.0,1 a 8 años,112000.0,3032786.89,Preguntar al anunciante,LA PAZ,Santa Marta,Magdalena,"['Árboles frutales', 'En conjunto cerrado', 'Jardín', 'Parqueadero Visitantes', 'Piscina', 'Planta Eléctrica', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Closet', 'Cocina Equipada', 'Comedor auxiliar', 'Anuncio publicado por:', 'L&L SOLUCIONES INMOBILIARIAS', 'hace 3 días']",185000000,"Hermoso apartamento en el sector del la Paz 2 habitaciones y 2 baños,  parqueadero comunal,  estrato 2,  vigilancia  privada,  piscina,  cancha de fútbol  a 5 minutos de las bellas playas de Bello Horizonte,  tiene cerca supermercados  y colegios cercanos,  El apartamento está en obra blanca,  está pendiente el piso,  y un segundo retoque de la pintura de la pared.    .",15,2023-04-23 19:22:15.727595,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-paz/santa-marta/7905705,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
219,Inmobiliaria,Apartamento,venta,2,1.0,1.0,46.0,0.0,1,,1.0,,75000.0,2391304.35,Preguntar al anunciante,cisne,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Árboles frutales', 'Cancha de Baloncesto', 'Cancha de Futbol', 'Canchas Deportivas', 'Circuito cerrado de TV', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Parqueadero Visitantes', 'Zona Infantil', 'Zonas Verdes', 'Colegios / Universidades', 'Anuncio publicado por:', 'RIVADENEIRA INMOBILIARIA', 'hace 6 meses']",110000000,HERMOSO APARTAMENTO EN PARQUE DE BOLIVAR 4 en Cisne - Santa Marta - Magdalena.,5,2023-04-23 19:22:17.244442,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cisne/santa-marta/7693835,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
220,Inmobiliaria,Apartamento,venta,3,5.0,2.0,169.0,169.0,6,,5.0,16 a 30 años,514000.0,2946745.56,Preguntar al anunciante,EL PRADO,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Árboles frutales', 'Asador', 'Ascensor', 'Cancha de Futbol', 'Circuito cerrado de TV', 'Aire Acondicionado', 'Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Citófono', 'Closet', 'Anuncio publicado por:', 'INMOBILIARIA MUNDIAL & NEGOCIOS SAS', 'hace 21 días']",498000000,"Vendo hermoso apartamento con excelentes acabados y espacios generosos para disfrutar en familia  Este apto cuenta con una remodelacion casi que total en el 2013 para mayor confort y modernidad.  Se entrega con los muebles empotrados de sala cocina y cuartos hechos a la medida y de excelente calidad además de 2 aires acondicionados y cortinas de la sala  Cuenta ademas Cocina ampliada con mesón en Quarzo además de hornos y estufa Habitación de Servicio con su baño interno cerca a la cocina y zona de labores.  El edificio cuenta con su salón social cerrado y abierto además de su piscina y zona bbq todo en 1er piso.  Su excelente úbicacion en un sector exclusivo de la ciudad le permite estar a tan solo 5 min del Rodadero. A escasos 3 min del Centro Historico,  la bahía,  Marina y el sector financiero de la ciudad.  Es una oportunidad que no debes dejar pasar así que llama ya.",26,2023-04-23 19:22:18.773372,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-prado/santa-marta/7069329,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0
221,Inmobiliaria,Casa,venta,3,2.0,,81.0,81.0,1,,1.0,1 a 8 años,0.0,1382716.05,Preguntar al anunciante,EL CISNE,Santa Marta,Magdalena,"['Terraza', 'Vivienda Bifamiliar', 'Zonas Verdes', 'Baño Auxiliar', 'Baño Independiente', 'Barra estilo americano', 'Instalación de gas', 'Patio', 'Zona de lavandería', 'Sobre vía principal', 'Zona Residencial', 'Anuncio publicado por:', 'SUMMER INMOBILIARIA S.A.S', 'hace 4 días']",112000000,"Se vende casa 3 alcobas y 2 alcobas. Sector La Rosalia,  cerca al cisne. Se encuentra cerca a calle principal en calle vehicular. La casa es de 2 pisos,  el valor de venta corresponde al primer piso. La  casa en segundo piso también se encuentra en venta valor 120mill.",16,2023-04-23 19:22:20.280248,https://www.fincaraiz.com.co/inmueble/casa-en-venta/el-cisne/santa-marta/8022518,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
222,Inmobiliaria,Casa,venta,3,2.0,3.0,154.0,0.0,,,1.0,,0.0,2987012.99,Preguntar al anunciante,BONDA,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Árboles frutales', 'En conjunto cerrado', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Jardín', 'Rio / Quebrada cercano(a)', 'Vigilancia', 'Vista panorámica', 'Vivienda Multifamiliar', 'Zonas Verdes', 'Baño Auxiliar', 'Anuncio publicado por:', 'Colproperty Management SAS', 'hace 2 meses']",460000000,"Se vende casa campestre en el sector de Bonda,  Santa Marta en Bonda - Santa Marta - Magdalena.",10,2023-04-23 19:22:21.778405,https://www.fincaraiz.com.co/inmueble/casa-en-venta/bonda/santa-marta/7963075,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
223,Usado,Casa,venta,7,2.0,,58.0,58.0,1,,,9 a 15 años,0.0,775862.07,cerca a la cancha del pando,Pando,Santa Marta,Magdalena,"['Balcón', 'Instalación de gas', 'Colegios / Universidades', 'Parques cercanos']",45000000,Es una casa divida en dos apartamentos completamente independiente uno de ellos es de dos pisos fuera de eso tiene un lote para construir de 15 x 28 Los apartamentos cuentan con Servicios de gas independientes El precio es negociable,12,2023-04-23 19:22:23.284028,https://www.fincaraiz.com.co/inmueble/casa-en-venta/pando/santa-marta/7715960,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
224,Inmobiliaria,Casa,venta,3,4.0,,260.0,0.0,3,,,,40000.0,1346153.85,Preguntar al anunciante,bonda,Santa Marta,Magdalena,"['Árboles frutales', 'Cochera', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Jardín', 'Kiosko', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Closet', 'Cocina tipo Americano', 'Hall de Alcobas', 'Anuncio publicado por:', 'L&L SOLUCIONES INMOBILIARIAS', 'hace 1 año']",350000000,"HERMOSA CASA EN CONJUNTO RESIDENCIAL EN EL SECTOR DE BONDA,  LA CASA CUENTA CON 3 ALCOBAS,  BAÑO EN LA ALCOBA PRINCIPAL,  BAÑO AUXILIAR, ,  BAÑO SOCIAL Y BAÑO EN AREA DE BBQ,  SALA COMEDOR,  COCINA,  ZONA DE LABORES Y PATIO,  TERRAZA EN EL 3 PISO CON BBQ Y UNA ZONA DE AMACAS,  PLANTA ELECTRICA.   EL CONJUNTO CUENTA CON KIOSCO Y PARQUE INFANTIL Y AMPLIAS ZONAS VERDES.    .",30,2023-04-23 19:23:31.327079,https://www.fincaraiz.com.co/inmueble/casa-en-venta/bonda/santa-marta/8025706,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0
225,Inmobiliaria,Casa,venta,4,5.0,2.0,170.0,210.0,2,,2.0,1 a 8 años,556000.0,2941176.47,Preguntar al anunciante,Teyuna,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Árboles frutales', 'Asador', 'Circuito cerrado de TV', 'Cochera', 'En conjunto cerrado', 'Aire Acondicionado', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Citófono', 'Closet', 'Anuncio publicado por:', 'L&L SOLUCIONES INMOBILIARIAS', 'hace 2 meses']",500000000,"DESCRIPCIÓN:  Hermosa casa de 2 pisos Casa en conjunto cerrado de dos pisos con 4 habitaciones  y 5 baños,  Jardín Exterior,  Garaje,  Balcón,  sala,  comedor,  estudio,  cocina integral,  sistema de Citofono,  baño social,  Patio Social,  Alberca,  Zona de labores lavadero en Granito,  Mechero y Espacio Lavadora con Conexiones,  patio Labores,  Se entrega con aires y cortinas.  AREAS COMUNES: El conjunto cuenta con 18 casas,  Planta de tratamientod e agua propia,  Circulación Peatonal y Vehicular en Zona Duras de Adoquín en Concreto y Zonas Verdes,   Zona de Garita (Celador y/o Empleado Varios),  Zona de Basuras,  Vigilancia,  1 Parqueadero Por Vivienda,  Zona de Jardín Infantil,  Área  social con saón y BBQ,  Sistema de Cámaras de Seguridad del Conjunto,  Conjunto Cerrado con Régimen de Propiedad Horizontal. .",26,2023-04-23 19:23:32.847120,https://www.fincaraiz.com.co/inmueble/casa-en-venta/teyuna/santa-marta/7264355,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0
